
15;286;2016-11-15T16:04:00.000Z;94
12;286;2016-11-14T04:24:00.000Z;114
12;286;2016-11-14T04:25:00.000Z;114
12;286;2016-11-14T04:26:00.000Z;114
12;286;2016-11-14T04:27:00.000Z;114
12;286;2016-11-14T04:31:00.000Z;114
12;286;2016-11-14T04:32:00.000Z;114
12;286;2016-11-14T04:33:00.000Z;114
12;286;2016-11-14T04:34:00.000Z;114
12;286;2016-11-14T04:38:00.000Z;114
12;286;2016-11-14T04:39:00.000Z;115
12;286;2016-11-14T04:40:00.000Z;115
12;286;2016-11-14T04:41:00.000Z;115
12;286;2016-11-14T04:45:00.000Z;115
12;286;2016-11-14T04:46:00.000Z;115
12;286;2016-11-14T04:47:00.000Z;115
12;286;2016-11-14T04:48:00.000Z;115
12;286;2016-11-14T04:52:00.000Z;116
12;286;2016-11-14T04:53:00.000Z;116
12;286;2016-11-14T04:54:00.000Z;116
12;286;2016-11-14T04:55:00.000Z;116
12;286;2016-11-14T04:59:00.000Z;116
12;286;2016-11-14T05:00:00.000Z;116
12;286;2016-11-14T05:01:00.000Z;116
12;286;2016-11-14T05:02:00.000Z;116
12;286;2016-11-14T05:06:00.000Z;117
12;286;2016-11-14T05:07:00.000Z;117
12;286;2016-11-14T05:08:00.000Z;117
12;286;2016-11-14T05:09:00.000Z;117
12;286;2016-11-14T05:13:00.000Z;118
12;286;2016-11-14T05:14:00.000Z;118
12;286;2016-11-14T05:15:00.000Z;118
12;286;2016-11-14T05:16:00.000Z;118
12;286;2016-11-14T05:20:00.000Z;118
12;286;2016-11-14T05:21:00.000Z;118
12;286;2016-11-14T05:22:00.000Z;118
12;286;2016-11-14T05:23:00.000Z;118
12;286;2016-11-14T05:27:00.000Z;119
12;286;2016-11-14T05:28:00.000Z;119
12;286;2016-11-14T05:29:00.000Z;119
12;286;2016-11-14T05:30:00.000Z;119
12;286;2016-11-14T05:34:00.000Z;119
12;286;2016-11-14T05:35:00.000Z;119
12;286;2016-11-14T05:36:00.000Z;119
12;286;2016-11-14T05:37:00.000Z;119
12;286;2016-11-14T05:41:00.000Z;120
12;286;2016-11-14T05:42:00.000Z;120
12;286;2016-11-14T05:43:00.000Z;120
12;286;2016-11-14T05:44:00.000Z;120
12;286;2016-11-14T05:48:00.000Z;120
12;286;2016-11-14T05:49:00.000Z;120
12;286;2016-11-14T05:50:00.000Z;120
12;286;2016-11-14T05:51:00.000Z;120
12;286;2016-11-14T05:55:00.000Z;121
12;286;2016-11-14T05:56:00.000Z;121
12;286;2016-11-14T05:57:00.000Z;121
12;286;2016-11-14T05:58:00.000Z;121
12;286;2016-11-14T06:02:00.000Z;121
12;286;2016-11-14T06:03:00.000Z;121
12;286;2016-11-14T06:04:00.000Z;121
12;286;2016-11-14T06:05:00.000Z;121
12;286;2016-11-14T06:09:00.000Z;122
12;286;2016-11-14T06:10:00.000Z;122
12;286;2016-11-14T06:11:00.000Z;122
12;286;2016-11-14T06:12:00.000Z;122
12;286;2016-11-14T06:16:00.000Z;122
12;286;2016-11-14T06:17:00.000Z;123
12;286;2016-11-14T06:18:00.000Z;123
12;286;2016-11-14T06:19:00.000Z;123
12;286;2016-11-14T06:23:00.000Z;123
12;286;2016-11-14T06:24:00.000Z;123
12;286;2016-11-14T06:25:00.000Z;123
12;286;2016-11-14T06:26:00.000Z;123
12;286;2016-11-14T06:30:00.000Z;123
12;286;2016-11-14T06:31:00.000Z;123
12;286;2016-11-14T06:32:00.000Z;123
12;286;2016-11-14T06:33:00.000Z;123
12;286;2016-11-14T06:37:00.000Z;124
12;286;2016-11-14T06:38:00.000Z;124
12;286;2016-11-14T06:39:00.000Z;124
12;286;2016-11-14T06:40:00.000Z;124
12;286;2016-11-14T06:44:00.000Z;124
12;286;2016-11-14T06:45:00.000Z;124
12;286;2016-11-14T06:46:00.000Z;124
